post_id,author,text,date,likes,comments_count,shares,hashtags,media_url,post_datetime,text_length,word_count,has_media,days_since_post
urn:li:activity:7337911039251865601,"Ruchi Honale
Ruchi Honale",I’m happy to share that I’m starting a new position as iSURE Intern at University of Notre Dame's Center for Research Computing! Immensely grateful to MKSSS Cummins College of Engineering for Women for the opportunity and Notre Dame Global for their support!,"5mo • Edited • 
 
5 months ago • Edited • Visible to anyone on or off LinkedIn",176,98,0,,https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2025-08-02 13:40:31.577293,258,42,1,150
urn:li:activity:7323027629371015168,"Ruchi Honale
Ruchi Honale","Excited to share that I have been selected among the top 40 students across the country for the ACM India Summer School on Quantum Computing, hosted at JUIT, Solan! 

Quantum computing is redefining the limits of computation, and I’m thrilled to be a part of this immersive learning experience under the guidance of some of the best minds in the field. 

A heartfelt thank you to ACM India for organizing such a platform for students to grow, explore, and collaborate. I am grateful to Dr. Sandhya Arora ma'am and Sakshi Mandke ma'am for their guidance and MKSSS Cummins College of Engineering for Women for the support.


hashtag
#QuantumComputing 
hashtag
#ACMIndia 
hashtag
#SummerSchool 
hashtag
#LearningNeverStops 
hashtag
#StudentOpportunity
ACM, Association for Computing Machinery 
ACM-W: ACMs Women in Computing","7mo • 
 
7 months ago • Visible to anyone on or off LinkedIn",432,6,0,"#QuantumComputing, #, #ACMIndia, #, #SummerSchool, #, #LearningNeverStops, #, #StudentOpportunity, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2025-06-03 13:40:31.577302,821,126,1,210
urn:li:activity:7322264949861298176,"Ruchi Honale
Ruchi Honale","Honored and Grateful!

I'm truly excited to share that I've been featured among ACM’s Top Ambassadors for the 2024–2025 program year in January!

When I first stepped into the role of Vice Chair, our ACM chapter was a small but passionate group of 18 members. Today, we are 87 strong, a testament to what consistent effort, collaboration, and heart can achieve. Initiatives like orientation drives, monthly Confluence meetings, and creating open spaces for discussion and learning have played a huge role in this growth.

As the Chair, I believe leadership isn't just about numbers — it’s about kindness, inclusivity, and genuinely supporting each individual’s journey. Every woman deserves the opportunity to be her best in tech, and through ACM, we are building a platform where that belief becomes reality every day.

I am deeply committed to continuing this journey: helping our community rise higher, learn together, and leave no dream unexplored.

I'm immensely grateful to Dr. Sandhya Arora ma'am whose support and guidance has fuelled our confidence. I'm also thankful to Aaditee Iche , our ex-chairperson, who taught me leadership with a smile is truly a win for everyone!! I'm grateful to MKSSS Cummins College of Engineering for Women for the encouragement and our wonderful team.

Here's to even more growth, impact, and a future where everyone feels empowered to lead, innovate, and inspire!

ACM, Association for Computing Machinery 
ACM-W CCEW Chapter Cummins, Pune 
ACM Women India
ACM-W: ACMs Women in Computing 

hashtag
#ACM 
hashtag
#WomenInTech 
hashtag
#LeadershipWithHeart 
hashtag
#CommunityBuilding 
hashtag
#Empowerment 
hashtag
#ACMChapter","7mo • Edited • 
 
7 months ago • Edited • Visible to anyone on or off LinkedIn",23,40,0,"#ACM, #, #WomenInTech, #, #LeadershipWithHeart, #, #CommunityBuilding, #, #Empowerment, #, #ACMChapter, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2025-06-03 13:40:31.577309,1666,254,1,210
urn:li:activity:7316473594681667584,"ACM-W: ACMs Women in Computing
ACM-W: ACMs Women in Computing","🎙️ “𝘼𝙡𝙡 𝘼𝘾𝙈-𝙒 𝙥𝙧𝙤𝙜𝙧𝙖𝙢𝙨 𝙖𝙣𝙙 𝙞𝙣𝙞𝙩𝙞𝙖𝙩𝙞𝙫𝙚𝙨 𝙖𝙧𝙚 𝙤𝙥𝙚𝙣 𝙩𝙤 𝙞𝙣𝙙𝙞𝙫𝙞𝙙𝙪𝙖𝙡𝙨 𝙤𝙛 𝙖𝙡𝙡 𝙜𝙚𝙣𝙙𝙚𝙧 𝙞𝙙𝙚𝙣𝙩𝙞𝙩𝙞𝙚𝙨.”

Bushra Anjum, Ph.D., Global Co-Chair of ACM-W, shares a powerful message of inclusivity on the Tech Simplified Network podcast with Sly Gittens💡— part of his Women in Tech series.

✨ No gatekeeping. Just empowerment.

💬 Want to help build a future where everyone belongs in tech?

👉 Start or join an ACM-W Chapter today: https://lnkd.in/d47EncRE 

📰Interested in our latest updates and activities? Subscribe to our newsletter: https://lnkd.in/dvZiSguj

🎥 Watch the full podcast episode: https://lnkd.in/d53JT-iF


hashtag
#EveryoneIsWelcome 
hashtag
#OpenToAll 
hashtag
#ACMW 
hashtag
#WomenInTech 
hashtag
#GenderInclusivity 
hashtag
#DiversityInSTEM 
hashtag
#TechSimplified 
hashtag
#InclusiveTech 
hashtag
#STEMLeadership 
hashtag
#ACM 
hashtag
#RepresentationMatters 
hashtag
#WomenInComputing 
hashtag
#EquityInTech","7mo • 
 
7 months ago • Visible to anyone on or off LinkedIn",567,4,4,"#EveryoneIsWelcome, #, #OpenToAll, #, #ACMW, #, #WomenInTech, #, #GenderInclusivity, #, #DiversityInSTEM, #, #TechSimplified, #, #InclusiveTech, #, #STEMLeadership, #, #ACM, #, #RepresentationMatters, #, #WomenInComputing, #, #EquityInTech, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2025-06-03 13:40:31.577315,912,114,1,210
urn:li:activity:7316097625701675008,"Ruchi Honale
Ruchi Honale","🌀 Ideas in Motion — We Spun Things Around!

Today marked the kickoff of our flagship event planning, and this time, we did things a little differently — with a twist (literally)!

After attending countless traditional meetings in my junior year, I knew how quickly the energy in a room can fade. So instead of sticking to the usual format, we added a playful twist: Spin the Bottle style brainstorming!

Here’s how it worked:

➡️ If the bottle pointed at you, you shared an idea — be it about themes, poster designs, or engagement strategies.
➡️ If the bottle pointed away from you, you got to assign a fun challenge or target to another team member.

The outcome?
We laughed, we shared wildly creative ideas, we cheered each other on — and most importantly, we felt connected. It didn’t feel like work; it felt like building something meaningful together.

Moments like these remind me why I love what I do — and more importantly, why I love this team - ACM-W CCEW Chapter Cummins, Pune 💙
Everyone brought their energy, their voice, and their heart into that circle. And I know this is just the beginning of something incredible. Really grateful to Dr. Sandhya Arora ma'am for her support.

If you're someone who believes that leadership doesn’t have to be rigid — that collaboration can be joyful and planning can be personal — I’d love to connect and hear how your team brings ideas to life.

✨ Stay tuned — something exciting is on the way, and you won’t want to miss it.
We're just getting started, and this event is going to be worth the wait.

ACM, Association for Computing Machinery 
ACM-W: ACMs Women in Computing 

hashtag
#LeadershipWithHeart 
hashtag
#ACMW 
hashtag
#EventPlanning 
hashtag
#StudentLife 
hashtag
#Teamwork 
hashtag
#CreativeLeadership 
hashtag
#FunAtWork 
hashtag
#MakingMeetingsMatter 
hashtag
#FlagshipEvent 
hashtag
#LeadingWithJoy 
hashtag
#SpinTheBottle 
hashtag
#BehindTheScenes 
hashtag
#StayTuned","7mo • 
 
7 months ago • Visible to anyone on or off LinkedIn",789,9,4,"#LeadershipWithHeart, #, #ACMW, #, #EventPlanning, #, #StudentLife, #, #Teamwork, #, #CreativeLeadership, #, #FunAtWork, #, #MakingMeetingsMatter, #, #FlagshipEvent, #, #LeadingWithJoy, #, #SpinTheBottle, #, #BehindTheScenes, #, #StayTuned, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2025-06-03 13:40:31.577320,1933,313,1,210
urn:li:activity:7315358440724283392,"Ruchi Honale
Ruchi Honale","I'm humbly thrilled to share that I had the privilege of both organizing and speaking at AxiomIVE—an ideathon-driven event hosted by ACM-W CCEW Chapter Cummins, Pune where I proudly serve as the Chair, leading a passionate team of 80+ members.

With 6 diverse domains, over 150+ teams, and more than 250 participants, AxiomIVE was a celebration of innovation, collaboration, and bold thinking.

I delivered a talk on ""Turning Ideas into Reality"", where I spoke about transforming raw, often intimidating ideas into real-world solutions—sharing personal stories of ideation, execution, and the lessons that came along the way.

It was a deeply rewarding experience to witness months of planning culminate in an event brimming with enthusiasm, creativity, and a genuine hunger to learn and build.

I was grateful to be joined by the inspiring Piyusha Patil , Anagha Kumar , and Annada Dash , whose perspectives enriched the event and sparked meaningful conversations.

A heartfelt thank you to my amazing ACM-W CCEW Chapter Cummins, Pune team and to Dr. Sandhya Arora ma'am and MKSSS Cummins College of Engineering for Women for supporting us in turning this vision into a powerful reality.

And to the strong pillars of our Chapter - Our Officers Tanaya Chemate , Sayali Hirkar , Aarya Kulkarni , Arati Ambekar and Shriya Jaripatke - great job team!!

Kudos to Madhura Inamdar , Shruti Thakur , Rahi Gaykar , Rakshita Pramod Ganjewar , Siddhani Magar , Samruddhi Dargode , Tisha Kothari , Karishma Chidgopkar and the entire team for ensuring smooth operations of the event! 

Here’s to ideas, impact, and the communities that help make it all happen!


hashtag
#AxiomIVE 
hashtag
#TurningIdeasIntoReality 
hashtag
#ACMW 
hashtag
#Leadership 
hashtag
#WomenInTech 
hashtag
#Hackathons 
hashtag
#Ideathon 
hashtag
#Innovation 
hashtag
#ACMWCCEW 
hashtag
#CumminsPune 
hashtag
#FromVisionToReality","7mo • Edited • 
 
7 months ago • Edited • Visible to anyone on or off LinkedIn",675,12,1,"#AxiomIVE, #, #TurningIdeasIntoReality, #, #ACMW, #, #Leadership, #, #WomenInTech, #, #Hackathons, #, #Ideathon, #, #Innovation, #, #ACMWCCEW, #, #CumminsPune, #, #FromVisionToReality, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2025-06-03 13:40:31.577324,1893,290,1,210
urn:li:activity:7314230555561148416,"Ruchi Honale
Ruchi Honale","Had a wonderful time at UKG 

hashtag
#UKGatPune","8mo • Edited • 
 
8 months ago • Edited • Visible to anyone on or off LinkedIn",457,1,0,"#UKGatPune, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2025-05-04 13:40:31.577328,48,8,1,240
urn:li:activity:7305849110689976321,"ACM-W CCEW Chapter Cummins, Pune
ACM-W CCEW Chapter Cummins, Pune","🌸 Happy International Women’s Day! 🌸
At ACM-W CCEW, we took a moment to reflect on the legacies of Ada Lovelace, Margaret Hamilton, and other visionary women who shaped the world of computing. 💡💻 Their contributions continue to inspire generations of innovators and problem-solvers. 🚀
With 80+ members, our chapter is dedicated to fostering growth, curiosity, and community, ensuring that more such visionaries emerge from our own halls. 🌱📚 We believe in building a future where every aspiring technologist has the resources and support to learn, lead, and innovate. 🌍✨
 Here’s to breaking barriers and shaping the future—together! 

hashtag
#WomenInTech 
hashtag
#ACMW 
hashtag
#ACM 
hashtag
#IWD2025 
hashtag
#BreakingBarriers","8mo • 
 
8 months ago • Visible to anyone on or off LinkedIn",348,16,3,"#WomenInTech, #, #ACMW, #, #ACM, #, #IWD2025, #, #BreakingBarriers, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2025-05-04 13:40:31.577332,728,108,1,240
urn:li:activity:7305460340765417472,"ACM-W CCEW Chapter Cummins, Pune
ACM-W CCEW Chapter Cummins, Pune","Ignite, Ideate & Innovate with AxiomIVE!
Think, build, and let your ideas thrive! 🔥

ACM-W CCEW Student Chapter presents AxiomIVE Speakers Session – a power-packed event where seasoned winners & experts help you turn ideas into impact! 🌟

📢 Who Should Attend?
🔹 First-Years: Learn how to ideate, strategize & compete like a pro!
🔹 Second-Years: Master web development, hackathon-winning strategies & pitching!


🎤 Meet our Expert Speakers !
💡 Piyusha Patil – Ace Hackathons Like a Pro
💡 Annada Dash – Kickstart Your Web Dev Journey
💡 Anagha Kumar – Pitching & Presenting with Impact
💡Ruchi Honale – From Ideas to Reality

Key Details -
📅 Date: 12th March, Wednesday
📍 Venue: KB Joshi Auditorium
⏰ Time: 5:15 PM – 6:15 PM

The Session is open for all!

🔗 RSVP Now: 
https://bit.ly/3R3H6bj

💥 Don’t miss this — Ideate. Visualize. Execute! Join us and fuel your tech journey with your squad !🚀



hashtag
#AxiomIVE 
hashtag
#ACMWCCEW 
hashtag
#Hackathons 
hashtag
#Ideathons 
hashtag
#WebDevelopment 
hashtag
#Innovation 
hashtag
#TechElevate","8mo • 
 
8 months ago • Visible to anyone on or off LinkedIn",55,1,4,"#AxiomIVE, #, #ACMWCCEW, #, #Hackathons, #, #Ideathons, #, #WebDevelopment, #, #Innovation, #, #TechElevate, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2025-05-04 13:40:31.577335,1039,166,1,240
urn:li:activity:7304947589223743488,"Ruchi Honale
Ruchi Honale","I'm glad to share that I'll be speaking at AxiomIVE Ignite Session, hosted by ACM-W CCEW Chapter Cummins, Pune ! 🎤 

If you're a first-year student looking to step into the world of hackathons & ideathons or a second-year student eager to enhance your web development & hackathon skills, this session is designed just for you! 

I’ll be sharing insights on ""Turning Ideas into Reality"", alongside an incredible lineup of speakers: 

✨ Piyusha Patil – How to Get Started with and Ace Hackathons 
✨ Annada Dash – How to Get Started With Web Development 
✨ Anagha Kumar – The Art of Pitching & Effective Presentations 

📅 Date: 12th March, Wednesday 
📍 Venue: KB Joshi Auditorium 
⏰ Time: 5:15 PM – 6:15 PM 

🔥 Why should you attend?
✅ Learn how to ideate, build, and pitch winning projects 
✅ Get insider tips from industry experts & hackathon champions 
✅ Gain insights into upcoming ideathons & competitions

This session is OPEN FOR ALL! Bring your friends and make the most of this opportunity to learn, network, and get inspired!
 Looking forward to seeing you all there! 🚀 
Really grateful to MKSSS Cummins College of Engineering for Women and Dr. Sandhya Arora ma'am for supporting this initiative.
RSVP NOW- https://bit.ly/3R3H6bj

hashtag
#Hackathons 
hashtag
#WebDevelopment 
hashtag
#TechTalk 
hashtag
#Innovation 
hashtag
#ACMW 
hashtag
#AxiomIVE 
hashtag
#CumminsCollege 
hashtag
#Ideathon","8mo • Edited • 
 
8 months ago • Edited • Visible to anyone on or off LinkedIn",445,9,1,"#Hackathons, #, #WebDevelopment, #, #TechTalk, #, #Innovation, #, #ACMW, #, #AxiomIVE, #, #CumminsCollege, #, #Ideathon, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2025-05-04 13:40:31.577339,1400,223,1,240
urn:li:activity:7304351033181265920,"Ruchi Honale
Ruchi Honale","Dear Tech Enthusiasts,

Are you ready to embark on your journey of innovation and problem-solving? ACM-W CCEW Student Chapter presents AxiomIVE – an Ideathon Competition designed exclusively for First-Year and Second-Year students to ignite creativity, foster innovation, and turn ideas into impactful solutions!

AxiomIVE is the perfect opportunity to dream big, build bigger, and connect with like-minded peers! Ideate and present your solutions in one of the 6 exciting domains [to be revealed soon!] and claim your share of the Rs. 9000 Prize Pool!

Mark these important dates on your Calender!

🚀 Domains to be Revealed and Ideathon Begins: 11th March
🏁 Ideathon Ends: 17th March
🏆 Results Announcement: 29th March
 
🎁 Prizes: As mentioned, we are offering exciting prizes for the top performers in each category:

🥇 First Prize: ₹1000
🥈 Runner-up: ₹500
 

Registration Details:
Team Size: 2 members

Non-ACM Members: ₹50 per team member

ACM Members: ₹25 per team member

Registration Deadline: 10th March, Monday

 📌 Register Now: https://lnkd.in/dJX_snMP
 
Don't miss out on this chance to ignite your ideas and showcase your creativity!

 Team Composition:
Whether your team is SY-SY, FY-FY, or SY-FY, you are eligible, and we encourage everyone to participate.

We look forward to your continued participation and can't wait to see your amazing ideas at AxiomIVE! 💡 Let's build a future where ideas meet innovation! 💪✨","8mo • 
 
8 months ago • Visible to anyone on or off LinkedIn",4567,2,4,,https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2025-05-04 13:40:31.577342,1428,221,1,240
urn:li:activity:7303425651670183937,"ACM-W CCEW Chapter Cummins, Pune
ACM-W CCEW Chapter Cummins, Pune","Struggling with idea development? Unsure where to begin? Innovation can feel intimidating, but what if we told you ideation can be fun, rewarding, and accessible? 💡

🚀 ACM-W CCEW is here to bridge the gap between ideation and innovation with AxiomIVE—an exclusive Ideathon for First-Year and Second-Year students!

This competition is designed to make ideation less overwhelming and more approachable while offering you the chance to develop and present impactful solutions across six exciting domains!

💡 Why participate?
✅ Showcase your creativity and problem-solving skills
✅ Collaborate with like-minded peers
✅ Win from a ₹9000 prize pool!

📢 Join us for the Introductory Seminar & Theme Reveal to learn more!
📅 Date: 11th March, Tuesday
📍 Venue: KB Joshi Auditorium
⏰ Time: 5:15 PM – 6:15 PM
👥 Who can participate? FY & SY students (Inter-FY-SY teams encouraged!)

💰 Registration Fees:
🎟 ₹50 for Non-ACM members
🎟 ₹25 for ACM members

⏳ Registration closes on 10th March!

🔗 Register now! 
https://lnkd.in/d_8vrBsY



hashtag
#AxiomIVE 
hashtag
#Ideathon 
hashtag
#ACM 
hashtag
#InnovationForAll 
hashtag
#TechForGood 
hashtag
#ACMW 
hashtag
#Learnings 
hashtag
#Networking 
hashtag
#EngineeringIdeas","9mo • 
 
9 months ago • Visible to anyone on or off LinkedIn",236,13,25,"#AxiomIVE, #, #Ideathon, #, #ACM, #, #InnovationForAll, #, #TechForGood, #, #ACMW, #, #Learnings, #, #Networking, #, #EngineeringIdeas, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2025-04-04 13:40:31.577346,1206,179,1,270
urn:li:activity:7298377880835657729,"Ruchi Honale
Ruchi Honale","🐝 Bees, A Locked Bridge & Three Spot Changes – But ACM Confluence 2025 Happened Anyway! 🎤🚀

We had the privilege of hosting the first ACM Confluence of 2025, and let’s just say—it was an adventure! Three spot changes, a locked bridge, and an unexpected swarm of bees 🐝 tried to stop us, but nothing could shake the determination of our ACM community. In the end, we sat down and made it happen, proving that passion for knowledge always finds a way! 

But beyond the adventure, the talks were truly next-level. 
🏆 Shriya Jaripatke (a first-year student!) amazed us with her deep understanding of GANs, showing that expertise isn’t about years—it's about dedication. 
🏆 Ananya Wate delivered a crystal-clear explanation of brain-operated devices, breaking down everything from phosphenes for vision to the future of neurotech. 

A special mention to all our participants today - Sayali Hirkar , Samruddhi Dargode , Bhakti Chaudhari , Shreeya Mandke , Shruti Thakur , Aarya Kulkarni , HARSHADA P. , Asmita Wattamwar , Rutuja Shete , Siddhani Magar and Rakshita Pramod Ganjewar .

We are grateful to Dr. Sandhya Arora ma'am and MKSSS Cummins College of Engineering for Women for generously supporting us.

This initiative isn’t just about tech talks—it’s about giving ACM members the confidence to tackle super technical topics head-on. And after seeing the enthusiasm in this session, I couldn’t be prouder! 

🔥 Upon popular demand, something special is coming up… Stay tuned!🔥 

💡 Want to be part of ACM? There’s still time! Fill out the form before 26th Feb 2025 and join the movement. https://lnkd.in/guhtbjZX


hashtag
#ACMConfluence 
hashtag
#TechTalks 
hashtag
#ACMCCEW 
hashtag
#Resilience 
hashtag
#GANs 
hashtag
#NeuroTech 
hashtag
#Leadership 
hashtag
#JoinACM","9mo • Edited • 
 
9 months ago • Edited • Visible to anyone on or off LinkedIn",545,5,4,"#ACMConfluence, #, #TechTalks, #, #ACMCCEW, #, #Resilience, #, #GANs, #, #NeuroTech, #, #Leadership, #, #JoinACM, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2025-04-04 13:40:31.577350,1768,279,1,270
urn:li:activity:7297529088246714368,"Ruchi Honale
Ruchi Honale","Proud to have participated in the AICTE-SANKALP Awareness Workshop on High-Performance Computing (HPC) at Cummins College of Engineering for Women, Pune, in collaboration with C-DAC and AICTE.

HPC is a game-changer in AI, deep learning, and large-scale data processing, and this workshop was a great opportunity to dive deeper into its applications and optimization techniques.

A huge thank you to AICTE , Centre for Development of Advanced Computing (C-DAC) , and Sakshi Mandke ma'am who made this session insightful. This experience strengthens my commitment to leveraging HPC for AI-driven solutions and contributing to the future of computing! Looking forward to applying these learnings to real-world challenges!


hashtag
#HPC 
hashtag
#AI 
hashtag
#Supercomputing 
hashtag
#AICTESankalp 
hashtag
#TechForGood 
hashtag
#CumminsCollege 
hashtag
#CDAC 
hashtag
#AICTE","9mo • 
 
9 months ago • Visible to anyone on or off LinkedIn",345,2,0,"#HPC, #, #AI, #, #Supercomputing, #, #AICTESankalp, #, #TechForGood, #, #CumminsCollege, #, #CDAC, #, #AICTE, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2025-04-04 13:40:31.577353,873,122,1,270
urn:li:activity:7296016972998225920,"Ruchi Honale
Ruchi Honale","🌊 Mula & Mutha – The Daughters of Sahyadri, Crying for Help! 🌿💙 

This Valentine’s Day, I chose to love something that has given us life for centuries—our rivers. As an NSS CCOEW volunteer, I participated in the My River, My Valentine event across Bhide Pul, cleaning the banks of Mula and Mutha, the daughters of the Sahyadri mountains. 

Once pure, free, and thriving, they now struggle under layers of waste. Yet, their spirit remains—flowing, giving, nurturing. And on this special day, we gave them back a little of the love they have always given us. 

🐟 Amidst the cleanup, two adorable mascots personified Mula and Mutha, reminding us that they are not just water bodies, but living beings waiting to breathe freely again. 

💡 Nature doesn’t need a day. It needs action. 
Every plastic bottle removed, every conscious choice made, is a step toward a cleaner, greener future. 

🔹Will you answer their call? 
Join a cleanup drive. Reduce plastic waste. Advocate for cleaner rivers. Small acts ripple into bigger changes! 

💬 Have you ever been part of a cause like this? Share your experience and let’s inspire change together! 🌱✨ 

I am deeply grateful to MKSSS Cummins College of Engineering for Women and Shubhangi Chaudhary ma'am for this opportunity.


hashtag
#MyRiverMyValentine 
hashtag
#NSS 
hashtag
#MulaMutha 
hashtag
#Sahyadri 
hashtag
#Sustainability 
hashtag
#CleanRivers 
hashtag
#ActNow 
hashtag
#VolunteerForChange","9mo • 
 
9 months ago • Visible to anyone on or off LinkedIn",554,4,1,"#MyRiverMyValentine, #, #NSS, #, #MulaMutha, #, #Sahyadri, #, #Sustainability, #, #CleanRivers, #, #ActNow, #, #VolunteerForChange, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2025-04-04 13:40:31.577357,1437,226,1,270
urn:li:activity:7292920473502285827,"Ruchi Honale
Ruchi Honale","I’m happy to share that I’m starting a new position as Chairperson ACM-W CCEW Student Chapter at ACM, Association for Computing Machinery! 
It’s an incredible honor, and I’m deeply grateful to our faculty coordinator, Dr. Sandhya Arora Ma’am, and our former chair, Aaditee Iche , for trusting me with this responsibility.Over the years, ACM-W CCEW Chapter Cummins, Pune has been a hub for learning, collaboration, and innovation. As Chair, I’m excited to continue this legacy, empower more students, and create opportunities for everyone passionate about technology.

Looking forward to making this year bigger and better than ever with my amazing team! Let’s build, learn, and grow together.


hashtag
#NewBeginnings 
hashtag
#ACMWCCEW 
hashtag
#Leadership 
hashtag
#WomenInTech 
hashtag
#TechCommunity 
hashtag
#Gratitude 
hashtag
#Networking","10mo • 
 
10 months ago • Visible to anyone on or off LinkedIn",457,42,0,"#NewBeginnings, #, #ACMWCCEW, #, #Leadership, #, #WomenInTech, #, #TechCommunity, #, #Gratitude, #, #Networking, #",https://media.licdn.com/dms/image/v2/D4D03AQFX5SIEePZdhg/profile-displayphoto-scale_100_100/B4DZkRolKeG8Ag-/0/1756937477653?e=1766620800&v=beta&t=ENhgYT2cnQ40ip5G798vKwS8dO1jBW_Te1PDmDSpYZw,2025-03-05 13:40:31.577360,844,121,1,300
